Step 1,Step 2,Step 3,User Name,title,Bin Category,Quarter-Year,Week Number,Week Start Date,Week End Date,Count,capstone_name
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2024Q1,Week 12,2024-03-18,2024-03-24,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,BV059710,Merchandising Manager - Siding,Power User,2024Q1,Week 2,2024-01-08,2024-01-14,4,Brian Vincent
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q4,Week 2,2023-10-08,2023-10-14,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q3,Week 9,2023-08-26,2023-09-01,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Average Sell Price,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Average Sell Price,GW060425,NSC IT Senior BI Engineer,Power User,2024Q2,Week 2,2024-04-08,2024-04-14,4,George White
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Average Recovery,/shared/Enterprise Analytics/_portal/Sales and GP,CM080257,Controller,Power User,2024Q1,Week 9,2024-02-26,2024-03-03,4,Cynthia Mckenzie
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,BV059710,Merchandising Manager - Siding,Power User,2023Q3,Week 3,2023-07-15,2023-07-21,4,Brian Vincent
/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report,/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report,/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report,KH021302,Enterprise Analytics Analyst,Power User,2022Q3,Week 1,2022-07-01,2022-07-07,4,Katherine Howard
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,JS202105,Controller,Power User,2024Q4,Week 5,2024-10-29,2024-11-04,4,John Santos
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q3,Week 10,2023-09-02,2023-09-08,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q2,Week 8,2023-05-20,2023-05-26,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,LT022003,ABC District Manager,Power User,2022Q2,Week 11,2022-06-10,2022-06-16,4,Lisa Thornton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2023Q2,Week 7,2023-05-13,2023-05-19,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Supplier Mix,BV059710,Merchandising Manager - Siding,Power User,2024Q1,Week 9,2024-02-26,2024-03-03,4,Brian Vincent
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,CG057266,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,AS035873,ABC Branch Manager,Power User,2024Q2,Week 4,2024-04-22,2024-04-28,4,Andrew Smith
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,RR010480,T&C Director,Regular User,2023Q1,Week 1,2023-01-01,2023-01-07,4,Ryan Rodriguez
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,ND059680,Controller,Power User,2022Q3,Week 13,2022-09-23,2022-09-29,4,Nicole Davis
/shared/Enterprise Analytics/_portal/Supplier Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Supplier Analytics,EG069675,Director Steep Slope Roofing,Power User,2023Q1,Week 2,2023-01-08,2023-01-14,4,Eugene Gutierrez
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,BT010858,ABC District Manager,Power User,2023Q4,Week 3,2023-10-15,2023-10-21,4,Brittney Thomas
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2022Q3,Week 8,2022-08-19,2022-08-25,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,YJ035555,ABC Branch Manager,Power User,2022Q3,Week 9,2022-08-26,2022-09-01,4,Yvonne Jensen
/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,EG069675,Director Steep Slope Roofing,Power User,2024Q2,Week 5,2024-04-29,2024-05-05,4,Eugene Gutierrez
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,CG057266,ABC Branch Manager,Power User,2022Q2,Week 8,2022-05-20,2022-05-26,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,AM016100,T&C Branch Manager,Casual User,2023Q1,Week 10,2023-03-05,2023-03-11,4,Angela Martinez
/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Supplier Mix,EG069675,Director Steep Slope Roofing,Power User,2023Q2,Week 5,2023-04-29,2023-05-05,4,Eugene Gutierrez
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Supplier Analytics,/shared/Enterprise Analytics/_portal/Pricing Analytics,EG069675,Director Steep Slope Roofing,Power User,2023Q1,Week 1,2023-01-01,2023-01-07,4,Eugene Gutierrez
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,CG057266,ABC Branch Manager,Power User,2022Q3,Week 1,2022-07-01,2022-07-07,4,Christopher Grant
/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,KB034805,ABC Branch Manager,Power User,2023Q4,Week 4,2023-10-22,2023-10-28,4,Kara Bennett
/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,KB034805,ABC Branch Manager,Power User,2024Q2,Week 9,2024-05-27,2024-06-02,4,Kara Bennett
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,LT022003,ABC District Manager,Power User,2023Q2,Week 8,2023-05-20,2023-05-26,4,Lisa Thornton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,JB026193,ABC Branch Manager,Power User,2023Q2,Week 6,2023-05-06,2023-05-12,4,James Brock
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales & Mix Adjusted Net Net GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,TA017942,ABC District Manager,Power User,2024Q4,Week 3,2024-10-15,2024-10-21,4,Tyler Alvarez
/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report,/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Baker Roofing/Baker Roofing Report,/shared/Enterprise Analytics/Agents/Customer/Customer Direct Reports/Commercial Solutions/Commercial Solutions Monthly Report,KH021302,Enterprise Analytics Analyst,Power User,2022Q4,Week 5,2022-10-29,2022-11-04,4,Katherine Howard
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,DO025801,ABC District Manager,Power User,2022Q2,Week 8,2022-05-20,2022-05-26,4,Dawn Osborne MD
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Inventory Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,TY054307,ABC Branch Manager,Regular User,2024Q4,Week 4,2024-10-22,2024-10-28,3,Teresa Young
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,BV059710,Merchandising Manager - Siding,Power User,2024Q4,Week 6,2024-11-05,2024-11-11,3,Brian Vincent
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,EF021153,Administrative Assistant,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,3,Eric Fernandez
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Manufacturer and Supplier Analytics,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q2,Week 3,2023-04-15,2023-04-21,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2024Q2,Week 12,2024-06-17,2024-06-23,3,Allison Miles
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,AM026049,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,3,Allison Miles
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,MC014643,Controller,Power User,2023Q2,Week 6,2023-05-06,2023-05-12,3,Michael Cordova
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q1,Week 10,2023-03-05,2023-03-11,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,BT010858,ABC District Manager,Power User,2022Q2,Week 11,2022-06-10,2022-06-16,3,Brittney Thomas
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,BT010858,ABC District Manager,Power User,2022Q3,Week 4,2022-07-22,2022-07-28,3,Brittney Thomas
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,DO025801,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,3,Dawn Osborne MD
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,DW011315,ABC District Manager,Power User,2024Q1,Week 7,2024-02-12,2024-02-18,3,Daniel Washington
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,EF021153,Administrative Assistant,Power User,2024Q2,Week 10,2024-06-03,2024-06-09,3,Eric Fernandez
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q1,Week 7,2023-02-12,2023-02-18,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q3,Week 1,2023-07-01,2023-07-07,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q3,Week 13,2023-09-23,2023-09-29,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q3,Week 13,2023-09-23,2023-09-29,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,GP069024,Director Enterprise Planning & Analysis,Power User,2023Q3,Week 7,2023-08-12,2023-08-18,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,JT012448,ABC District Manager,Power User,2024Q1,Week 11,2024-03-11,2024-03-17,3,John Thompson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,GP069024,Director Enterprise Planning & Analysis,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,3,Gregory Poole
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,KB002230,Business Manager - All Products,Power User,2024Q1,Week 12,2024-03-18,2024-03-24,3,Kevin Bass
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,TF021018,Vice President SE Region,Power User,2023Q3,Week 12,2023-09-16,2023-09-22,3,Tyrone Fleming
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,LT022003,ABC District Manager,Power User,2022Q4,Week 11,2022-12-10,2022-12-16,3,Lisa Thornton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,LT022003,ABC District Manager,Power User,2023Q2,Week 2,2023-04-08,2023-04-14,3,Lisa Thornton
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,MC014643,Controller,Power User,2022Q3,Week 13,2022-09-23,2022-09-29,3,Michael Cordova
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,MC014643,Controller,Power User,2023Q2,Week 11,2023-06-10,2023-06-16,3,Michael Cordova
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,JT012448,ABC District Manager,Power User,2024Q2,Week 3,2024-04-15,2024-04-21,3,John Thompson
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,MS064304,Enterprise Planning IT Controller,Power User,2023Q1,Week 13,2023-03-26,2023-04-01,3,Michael Sosa
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,MS064304,Enterprise Planning IT Controller,Power User,2023Q3,Week 4,2023-07-22,2023-07-28,3,Michael Sosa
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,NB003906,"Business Manager - Steep Slope, Low Slope, Solar",Power User,2022Q2,Week 8,2022-05-20,2022-05-26,3,Nicholas Blackburn
/shared/Enterprise Analytics/_portal/Pricing Analytics,/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Pricing Analytics,CG057266,ABC Branch Manager,Power User,2022Q3,Week 7,2022-08-12,2022-08-18,3,Christopher Grant
/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Supplier Mix,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,TF021018,Vice President SE Region,Power User,2024Q4,Week 12,2024-12-17,2024-12-23,3,Tyrone Fleming
/shared/Enterprise Analytics/_portal/Sales and GP,/shared/Enterprise Analytics/_portal/Net Net Sales & GP,/shared/Enterprise Analytics/_portal/Sales and GP,NB003906,"Business Manager - Steep Slope, Low Slope, Solar",Power User,2022Q3,Week 2,2022-07-08,2022-07-14,3,Nicholas Blackburn
